requirement_id,project_id,talent_type,required_category_id,min_followers
d6aa02ab-00a7-41e7-962b-435c9a6b44fc,4d6eedd8-5948-46b8-914e-1db5101ab818,KOL,104bdfde-0fb6-49aa-86eb-a16aa25cfa12,50000.0
b4a28ed1-2953-403b-91f3-c8a656ea6981,e8f79c8c-165f-4b01-8e5e-ac9e520f74ed,KOL,2122b2ca-16dd-4f00-960e-8e2783d0f917,1000000.0
36358167-0db4-4d08-a6a3-4053ef0efc03,f3ce4524-9da0-4907-ae5f-0444cb8d32d3,KOL,1c6758c5-1160-4d76-8d59-4ea69410e307,50000.0
b0f77e8a-4590-4bc3-b9b8-429db80074c5,f3ce4524-9da0-4907-ae5f-0444cb8d32d3,KOL,a03c94c2-51c3-49cf-9728-d95b668b9adb,500000.0
a4c85c4d-2cca-47c6-8bad-50e0727968c4,f3ce4524-9da0-4907-ae5f-0444cb8d32d3,KOL,4b6422e5-9222-44c4-9615-b1ca0542d1ca,100000.0
c0260631-81ea-4dad-a3f0-63b3edf98522,da654600-0b0b-471b-a842-c0693ee33ad5,KOL,6c633c0f-7aae-4fa8-954d-5736852147f2,50000.0
e2d4699f-5717-499a-8741-01b4baeafd4f,da654600-0b0b-471b-a842-c0693ee33ad5,DIRECTOR,9bdf1a84-1e77-45fe-a7ff-7dda4a727023,
c68975d0-ba8c-4af1-b29c-b7ca3f33930e,da5a58d8-f370-497e-ba5d-8ae41e03fa14,DIRECTOR,f769464f-0000-46ed-bd35-193dedbb5364,
c4d94370-3ce3-4b6d-bc77-28e5a289ce88,da5a58d8-f370-497e-ba5d-8ae41e03fa14,KOL,4b6422e5-9222-44c4-9615-b1ca0542d1ca,50000.0
d10b7316-3e50-492a-bf38-dd23f6876634,da5a58d8-f370-497e-ba5d-8ae41e03fa14,KOL,9656b6a1-075d-4772-b4d9-ce3c84e19e65,100000.0
afcfe86d-721e-4b17-9814-24bbd0b068f8,63ba6330-66eb-4a42-a81f-1cf128dbacfb,KOL,266b5f6f-24bf-4f8e-9cc8-b1ca84f51b7f,100000.0
01fc3307-8445-4f1e-b410-d2bd52fe6bc0,b4e27c4b-b708-4312-bc4f-a90b437ccbc9,KOL,47624640-2ed5-450c-8ff3-0082a496cbaf,500000.0
d21c7b36-cad5-47ec-9b7f-2ef9b4f1ad62,b4e27c4b-b708-4312-bc4f-a90b437ccbc9,KOL,104bdfde-0fb6-49aa-86eb-a16aa25cfa12,1000000.0
c50311ef-9dbb-472f-a932-9f45cde51a07,4f371fa1-3ebb-4776-a0e0-66029e68b0f6,DIRECTOR,1c6758c5-1160-4d76-8d59-4ea69410e307,
0869729f-a29f-4bfc-8a07-665cf12ceb13,4f371fa1-3ebb-4776-a0e0-66029e68b0f6,DIRECTOR,d11b1e67-a288-4566-8fbd-64a3bdd7f1ba,
9271a8f7-d9f3-44a8-9cf8-2d219a07de52,5e7a047e-d822-457b-9136-ea555c574ace,DIRECTOR,9656b6a1-075d-4772-b4d9-ce3c84e19e65,
0bd46e69-772d-5332-b5f4-c0fe193fa4c5,8fa9637c-976b-58bc-b8c9-bb11311da153,KOL,3f6efe96-10df-5542-a313-12e5c77e449f,500000
d7c3f8c4-dff9-5c5e-a95d-2decfb53a446,8fa9637c-976b-58bc-b8c9-bb11311da153,KOL,75263a7e-b8b9-54ff-b223-20f980ac0706,200000
714c20c2-bf85-5324-b509-d1d4c394fa85,ac2c570d-2777-59b3-95e3-68d4bb5fd82a,KOL,d0f07175-84a5-5d0b-84a8-ea7aced03fe0,400000
9ac2b37c-25d0-5eb8-927e-037ac805399d,ac2c570d-2777-59b3-95e3-68d4bb5fd82a,DIRECTOR,3cce3d22-3737-5298-bf60-c5badca09108,NULL
a370221b-bc18-502b-95e8-2c9696442a91,4aee9fd3-50ea-5641-b172-67195056f015,KOL,11b58824-40aa-5966-afc2-7adc53247258,100000
7409eea6-48d2-545d-a245-8be483c0a2dc,5f88fde5-3b87-59ae-97d5-67abb2f715b3,DIRECTOR,7c26d78d-3caf-5edc-ba69-12dafd674e26,NULL
5b2665ca-136f-53b1-9fd1-70caf11964dc,5f88fde5-3b87-59ae-97d5-67abb2f715b3,KOL,3f6efe96-10df-5542-a313-12e5c77e449f,1000000
052be3bd-fe21-5bc9-84d8-265bd66a577c,712938fd-c841-5bbc-8e59-822c115bb144,KOL,cf3974a6-a864-5604-af8a-c944c7c4a928,300000
492f89ca-8f15-5ec7-a423-95b01a8a5cc9,b6d575d7-b52d-5854-8121-eac2d6c51581,KOL,9127fe88-ccd3-5afe-8066-8652f7f29b63,150000
393888d1-92d4-59cb-a2f2-d60b40ff5a67,55e94f10-dc5a-598a-bdff-4afc22892b7e,KOL,c5c75e2b-1a96-5635-978f-91305653af40,250000
6a9aa2a6-0521-5ba0-9d9a-98b7a2196334,61d78400-02ca-588c-96ae-015be162d9f9,KOL,3f6efe96-10df-5542-a313-12e5c77e449f,100000
59387147-978d-5dc5-a890-d2cf02ecd797,285e8299-430a-5103-8ad9-36a696dbf1f3,KOL,75263a7e-b8b9-54ff-b223-20f980ac0706,200000
f2217594-5715-5334-98cd-7a702c0a02e7,285e8299-430a-5103-8ad9-36a696dbf1f3,DIRECTOR,3cce3d22-3737-5298-bf60-c5badca09108,NULL
8db2d033-cafc-5804-b668-ec9b27d64af3,39a404d4-a2e6-54cc-bb8d-e1d81ba9b880,KOL,3f6efe96-10df-5542-a313-12e5c77e449f,500000
05af4816-2a21-594d-98e1-57b44de3b451,d3acbc0e-e315-51ff-953c-316eb6061d37,KOL,d0f07175-84a5-5d0b-84a8-ea7aced03fe0,300000
c4447fee-748c-56e9-97f8-554de60a8c74,f08bf9ae-6d99-5b5c-bd27-d2fa88ff6644,DIRECTOR,7c26d78d-3caf-5edc-ba69-12dafd674e26,NULL
8e7c1502-c1fa-50f6-9be7-d9152c33f048,f08bf9ae-6d99-5b5c-bd27-d2fa88ff6644,KOL,c5c75e2b-1a96-5635-978f-91305653af40,750000
0e89fbaa-2f01-522e-a0c0-155d87aa5c5b,b448999c-3d6e-579a-a2e5-7596154d60c8,KOL,11b58824-40aa-5966-afc2-7adc53247258,200000
45b1de77-9a65-5d84-85f0-124fd639bf05,60de5898-8744-5215-85a9-6db2304d776d,KOL,d0f07175-84a5-5d0b-84a8-ea7aced03fe0,150000
84476dfa-1ea7-5113-b2a2-1c2c0d2bbcb0,dc1de3f2-c0a1-5cfb-af71-78c3a2f1a128,KOL,75263a7e-b8b9-54ff-b223-20f980ac0706,100000
05a8e1d0-13b9-5029-b8bd-79dfd9dfd8e6,361cafa6-543c-5390-8b30-45052030e2e7,DIRECTOR,7c26d78d-3caf-5edc-ba69-12dafd674e26,NULL
bf00a731-03a0-51bc-bdc1-edb49212dc86,a807170c-0576-52a5-a163-5c0b115da067,KOL,cf3974a6-a864-5604-af8a-c944c7c4a928,400000
b9242438-ed06-5a7a-a5b2-d7557b091c30,63ab8229-dea1-5a9c-83f7-81249158f520,KOL,10b0f87a-eb2e-53ed-91ae-8c6791ee2e40,100000
eb3c3721-7e8c-5f8a-95fa-0abff58e7219,38f33a42-6671-5d66-9c9d-263517039569,KOL,9127fe88-ccd3-5afe-8066-8652f7f29b63,100000
fc8426c2-09b8-57af-a860-714e83365ae1,a7e147f6-143a-56c2-8b74-ddd15380ee3d,KOL,11b58824-40aa-5966-afc2-7adc53247258,50000
287f3cb4-f955-5fe1-940e-0ec0313ddd99,f805334a-fdc1-5f65-a0dc-87e27cd0dd7a,KOL,d0f07175-84a5-5d0b-84a8-ea7aced03fe0,250000
330ee924-8dd0-5459-aafe-d6742f382bcb,8ec8fa47-2f63-50ea-8173-7583c1700b2d,KOL,d0f07175-84a5-5d0b-84a8-ea7aced03fe0,200000
4e426e44-7615-5034-bb23-a6ba2f17b537,c6551744-7caf-507f-ad89-05d6c58dfe43,KOL,ef25d838-f122-53b9-a3dd-772e4867d84c,150000
902a3df9-40d4-5142-a6bf-8ebc8e034697,cea32114-1355-520f-af3b-b80194df04b1,KOL,336810e4-1352-5b1c-99e5-a0014190e83b,100000
00f298ec-7f87-52ff-8915-29e9b025f194,3bf0deca-ff87-5498-afc2-5f6c76059b34,DIRECTOR,ec01039e-e572-5ff2-ab22-f0ffdae9c9f5,NULL
