portfolio_id,user_id,project_title,video_url,role_played,thumbnail_url
090eee7b-9dba-448c-8156-bcc53dc1611b,509f22e9-8c10-44d3-a848-d844d62edfe9,Event Film Saigon Fashion Week,https://vimeo.com/926561919,Main Director,https://i.vimeocdn.com/video/1327691.jpg
34101c8c-cf50-4f5b-ae46-51a1e39c4d5d,509f22e9-8c10-44d3-a848-d844d62edfe9,Documentary Street Food Saigon,https://vimeo.com/922050912,Main Director,https://i.vimeocdn.com/video/7381734.jpg
39914c24-16d5-423c-93d6-9f0ec338fc90,2d8c38f1-5780-46c6-b704-ff10d05b0608,Documentary Street Food Saigon,https://vimeo.com/106330865,Assistant Director,https://i.vimeocdn.com/video/6009888.jpg
03fc85b9-be97-4a85-8313-6f6c7e9848be,2d8c38f1-5780-46c6-b704-ff10d05b0608,TVC Vinamilk - Sữa Tươi 100%,https://vimeo.com/909037759,Editor,https://i.vimeocdn.com/video/8030010.jpg
96e7da91-daf7-440f-8322-37e919417c4d,2d8c38f1-5780-46c6-b704-ff10d05b0608,MV Đức Phúc - Hơn Cả Yêu,https://vimeo.com/677909930,Main Director,https://i.vimeocdn.com/video/4700025.jpg
712e4df2-ca18-4088-9a06-5b60a7782abf,2d8c38f1-5780-46c6-b704-ff10d05b0608,Phim ngắn Bitis Hunter,https://vimeo.com/624232414,DoP,https://i.vimeocdn.com/video/5579094.jpg
488b4043-d2e2-4e0b-959a-7e56b443e087,43f4b298-ef7d-4bf4-974d-47e6a63c31ec,Phim ngắn Bitis Hunter,https://vimeo.com/621454127,Main Director,https://i.vimeocdn.com/video/7523941.jpg
3526faf5-c478-40b4-b90b-41dda54cf63f,43f4b298-ef7d-4bf4-974d-47e6a63c31ec,TVC Thế Giới Di Động - Back to School,https://vimeo.com/460916347,Editor,https://i.vimeocdn.com/video/3768991.jpg
d2ca62f6-5c30-4caa-aa31-032ed15e16fe,43f4b298-ef7d-4bf4-974d-47e6a63c31ec,Documentary Mekong Delta Life,https://vimeo.com/601856351,DoP,https://i.vimeocdn.com/video/9961107.jpg
9171e4a9-5be1-45c5-bfb1-25732ba08617,43f4b298-ef7d-4bf4-974d-47e6a63c31ec,MV Sơn Tùng M-TP - Lạc Trôi,https://vimeo.com/128955006,Editor,https://i.vimeocdn.com/video/1454696.jpg
a5af799b-d7c5-4712-a634-8305e3999e55,88fb1e35-fc3f-4985-ab50-d178ac000e87,MV Sơn Tùng M-TP - Lạc Trôi,https://vimeo.com/790147183,Editor,https://i.vimeocdn.com/video/3276659.jpg
9789da00-5538-435c-a466-8229fd4f3cb3,967f8e12-2b81-4898-a9cd-b8159638e514,Brand Collab - Linh Chi,https://youtube.com/watch?v=b8b6dcba3d7,Featured KOL,https://img.youtube.com/vi/764ae3bf7da/0.jpg
216b7a40-61f5-49bc-8aad-4fe22fe30ca1,9ea7f30b-f47d-4c2d-b367-5b84a902ca77,Brand Collab - Đức Phúc,https://youtube.com/watch?v=ba9023fa55d,Featured KOL,https://img.youtube.com/vi/9d49325a292/0.jpg
01841d8a-d48e-49af-be51-8609591a9298,1e3d08ed-12e4-4c7e-a6c1-74c586bc916b,Brand Collab - Hà My,https://youtube.com/watch?v=c9fc14de6a5,Featured KOL,https://img.youtube.com/vi/643abc6edc2/0.jpg
ff4a1007-373c-4fa9-9238-e5d1d7fb3ad2,f651c11c-c5bb-460d-a987-8c9836713d28,Brand Collab - Quang Đại,https://youtube.com/watch?v=07bb5d0a004,Featured KOL,https://img.youtube.com/vi/0de80a13184/0.jpg
a041827f-eee7-43e5-8faf-650bcaaf431e,6f52b1ff-7871-4f45-9d04-39264232c869,Brand Collab - Thanh Thanh,https://youtube.com/watch?v=d2818e6d854,Featured KOL,https://img.youtube.com/vi/bab2fa89e3c/0.jpg
0d66bbec-eff3-4881-a33c-4827151e5b68,d9b6cb85-b36e-49bd-927a-9159ab39df97,Lost Project - Broken Link,https://vimeo.com/DELETED_VIDEO,Main Director,
a8fdd7e6-0b70-5ce2-a3f9-24a951221984,b0c59f13-cfc5-5e91-a64e-761aabcbd9f9,GlowUp Beauty Summer LIVE — TikTok Shop,vimeo.com/mc/glowup-summer-live,Lead Director,cdn.platform.io/thumb/prt-0001.jpg
74864461-77d9-5396-b9c5-10875a6c801f,b0c59f13-cfc5-5e91-a64e-761aabcbd9f9,TechNest Flagship Unboxing Series — TikTok,vimeo.com/mc/technest-unboxing,Director / DoP,cdn.platform.io/thumb/prt-0002.jpg
33a0f351-2588-59fa-b3dd-d3ec96c4921b,437e6728-37db-585e-80a7-e23cf0646946,Bloom Wellness Morning Routine Series,vimeo.com/ar/bloom-routine,Main Director,cdn.platform.io/thumb/prt-0003.jpg
86224659-51fa-57fe-9aee-216e29619972,437e6728-37db-585e-80a7-e23cf0646946,NYX Cosmetics Try-On Haul — TikTok Shop,youtube.com/watch?v=nyx-haul-2024,Creative Director,cdn.platform.io/thumb/prt-0004.jpg
ac50b98b-5306-5fb9-93e4-f44e452f3c7b,c67a4583-12ab-5938-824d-763fc2ba4c64,Samsung Galaxy S25 — TikTok Shop Launch,vimeo.com/js/samsung-s25-launch,Director / DoP,cdn.platform.io/thumb/prt-0005.jpg
cd78fe7f-ffc2-5275-b9e8-ff478e7d485c,893b102a-41c7-5205-8b63-afc232d04821,StyleForward Spring Lookbook — TikTok,vimeo.com/tb/styleforward-spring,Main Director,cdn.platform.io/thumb/prt-0006.jpg
f16416ba-3ec4-5c1c-bcbf-6702710afe47,893b102a-41c7-5205-8b63-afc232d04821,ActiveEdge Activewear Try-On — TikTok Shop,vimeo.com/tb/activeedge-tryon,Lead Director,cdn.platform.io/thumb/prt-0007.jpg
6429b23f-64ea-5ce9-8931-ccc0064b2c06,d60ec2d9-bc57-57cd-a342-3f839188a9b5,FreshFit Supplement Routine — TikTok LIVE,vimeo.com/ml/freshfit-live,LIVE Director,cdn.platform.io/thumb/prt-0008.jpg
9fe84088-d207-5a20-9a48-0a4f8a834b78,6de2e223-252a-52fa-946e-26f28fca6236,Nourish Kitchen Gadget Review — TikTok,vimeo.com/nh/nourish-gadgets,Director,cdn.platform.io/thumb/prt-0009.jpg
073db824-b36d-5fde-ab1c-2f80a451b2a5,220f3def-7669-53be-9e98-58858a4dec11,FitLife Activewear Campaign — TikTok Shop,vimeo.com/zt/fitlife-campaign,Creative Director,cdn.platform.io/thumb/prt-0010.jpg
2a5f3a26-f1bb-52e0-922a-bc06426b31c6,e57ce438-ee13-500f-bdac-a6887da0603c,CeraVe Full Skincare Routine Review,tiktok.com/@shopwithsarah/v001,Content Creator,cdn.platform.io/thumb/prt-0011.jpg
c9aba4e5-8760-5c76-bd66-bc7fb4ddbe90,e57ce438-ee13-500f-bdac-a6887da0603c,Spring Beauty Haul — 20+ Products TikTok Shop,tiktok.com/@shopwithsarah/v002,Content Creator,cdn.platform.io/thumb/prt-0012.jpg
480489d7-9b18-5421-bb10-bd723b2234fc,47976df9-3c2e-56f9-8557-0f9066b954a9,Maybelline Sky High Mascara Review — TikTok,tiktok.com/@beautybyalex/v003,Content Creator,cdn.platform.io/thumb/prt-0013.jpg
cd1f36a6-f147-5d2c-97e3-cc8912697641,47976df9-3c2e-56f9-8557-0f9066b954a9,$200 TikTok Shop Beauty Haul — Worth It?,tiktok.com/@beautybyalex/v004,Content Creator,cdn.platform.io/thumb/prt-0014.jpg
c31e6ddc-61a9-5795-acd3-540eeebdda86,85193fec-c30c-5889-bd56-ae4a3e01596e,Samsung Galaxy S25 Ultra Unboxing — TikTok,tiktok.com/@techmike/v005,Content Creator,cdn.platform.io/thumb/prt-0015.jpg
4105163a-6b42-5358-8ac2-809cce7a57a6,85193fec-c30c-5889-bd56-ae4a3e01596e,Top 10 TikTok Shop Tech Gadgets Under $50,tiktok.com/@techmike/v006,Content Creator,cdn.platform.io/thumb/prt-0016.jpg
889128f6-2533-5303-ac4d-102e3ff909cb,52c14d30-4293-5c50-9a7b-bded366d101e,The Ordinary Full Routine — AM & PM,tiktok.com/@glowgetternina/v007,Content Creator,cdn.platform.io/thumb/prt-0017.jpg
06d93040-4938-5d26-9ec0-419c3cbd0ab8,52c14d30-4293-5c50-9a7b-bded366d101e,Affordable Dupe vs. Luxury Skincare — TikTok,tiktok.com/@glowgetternina/v008,Content Creator,cdn.platform.io/thumb/prt-0018.jpg
a5d7e0cd-fe68-5c9b-bdd6-31a7455d5f58,3897ef63-6381-5db8-b82a-988aa5f67569,FreshFit Pre-Workout Review — TikTok Shop,tiktok.com/@fitlifejess/v009,Content Creator,cdn.platform.io/thumb/prt-0019.jpg
07fb394d-187e-5320-943b-14940fed7900,4857564c-ca2b-5c95-b3b9-7ab2578f73c7,Amazon vs. TikTok Shop Home Decor Haul,tiktok.com/@homewithkate/v010,Content Creator,cdn.platform.io/thumb/prt-0020.jpg
d5d5c0ec-ce4d-50d5-bf5d-1e840a632e29,4857564c-ca2b-5c95-b3b9-7ab2578f73c7,Room Transformation Using Only TikTok Shop,tiktok.com/@homewithkate/v011,Content Creator,cdn.platform.io/thumb/prt-0021.jpg
1962b976-783e-5320-9960-c352b520cbfe,86b1d64d-0837-5b45-a220-c43a459e6608,20-Min Meal Prep with TikTok Shop Kitchen Tools,tiktok.com/@foodiewithdan/v012,Content Creator,cdn.platform.io/thumb/prt-0022.jpg
03b0a467-12b6-5c72-9785-46d53c67e25b,c11b1fdc-d5af-5e01-b30b-940d6164c785,Retinol Skincare Routine — Dermatologist Approved,tiktok.com/@skincaremia/v013,Content Creator,cdn.platform.io/thumb/prt-0023.jpg
ad3f6a5e-3bd8-50fc-a2f3-fe7c1c5494d3,78d4f0b8-f010-5338-8df8-f9fa8739b5c8,NYC Fashion Week Inspired TikTok Shop Outfit,tiktok.com/@stylequeenrachel/v014,Content Creator,cdn.platform.io/thumb/prt-0024.jpg
c9c69ed2-9cd4-5524-8560-966930b6ac0e,29825423-43a6-5641-bbd1-fe59c46e0609,iPhone 17 vs. Android — TikTok Shop Bundle Deal,tiktok.com/@techtalkpriya/v015,Content Creator,cdn.platform.io/thumb/prt-0025.jpg
3e3969a7-dc98-5662-9d65-c85ec9373815,6f5d14a8-1921-5b85-8efa-6b79cc392f6e,My Morning & Night Routine — TikTok Shop Faves,tiktok.com/@lifestylebylauren/v016,Content Creator,cdn.platform.io/thumb/prt-0026.jpg
4061a501-d5d2-52a9-84d0-65c345e74cd0,7345cfd4-a249-53e0-ba5e-4d1439b8387f,Best TikTok Shop Baby Gear — Mom Review,tiktok.com/@momlifemaggie/v017,Content Creator,cdn.platform.io/thumb/prt-0027.jpg
3625199b-064e-50de-bccf-bc73f258ac52,2545aac8-f1b8-59b3-a66f-da37bfd0b09b,My Dog's Favorite TikTok Shop Toys — Honest Review,tiktok.com/@petmombella/v018,Content Creator,cdn.platform.io/thumb/prt-0028.jpg
d77b5848-ffb2-553b-9819-e133e419723c,e761a574-7379-5d7d-aba1-d709bd9a6f5b,Best TikTok Shop Gaming Setup Under $300,tiktok.com/@gaminggeargus/v019,Content Creator,cdn.platform.io/thumb/prt-0029.jpg
9a7db911-55fb-552f-a2a1-75654d7898a1,d358bb82-79f3-5dc8-a785-39289ba5e011,Minimalist Travel Packing — TikTok Shop Essentials,tiktok.com/@traveltechTom/v020,Content Creator,cdn.platform.io/thumb/prt-0030.jpg
