user_id,category_id
3990df71-5528-4679-9458-dce955d4f1b7,266b5f6f-24bf-4f8e-9cc8-b1ca84f51b7f
1be2b58f-c563-4cf5-9952-ce84fe0471da,47624640-2ed5-450c-8ff3-0082a496cbaf
1be2b58f-c563-4cf5-9952-ce84fe0471da,266b5f6f-24bf-4f8e-9cc8-b1ca84f51b7f
1be2b58f-c563-4cf5-9952-ce84fe0471da,83106139-7db2-4587-bc5e-99e9198ffb54
843d4bf5-a5a0-475f-b880-0841a7bfece6,47624640-2ed5-450c-8ff3-0082a496cbaf
843d4bf5-a5a0-475f-b880-0841a7bfece6,83106139-7db2-4587-bc5e-99e9198ffb54
509f22e9-8c10-44d3-a848-d844d62edfe9,d11b1e67-a288-4566-8fbd-64a3bdd7f1ba
509f22e9-8c10-44d3-a848-d844d62edfe9,a03c94c2-51c3-49cf-9728-d95b668b9adb
509f22e9-8c10-44d3-a848-d844d62edfe9,9656b6a1-075d-4772-b4d9-ce3c84e19e65
509f22e9-8c10-44d3-a848-d844d62edfe9,83106139-7db2-4587-bc5e-99e9198ffb54
509f22e9-8c10-44d3-a848-d844d62edfe9,9bdf1a84-1e77-45fe-a7ff-7dda4a727023
2d8c38f1-5780-46c6-b704-ff10d05b0608,266b5f6f-24bf-4f8e-9cc8-b1ca84f51b7f
2d8c38f1-5780-46c6-b704-ff10d05b0608,47624640-2ed5-450c-8ff3-0082a496cbaf
2d8c38f1-5780-46c6-b704-ff10d05b0608,fc45ee87-0734-42c8-942b-1573323061ac
43f4b298-ef7d-4bf4-974d-47e6a63c31ec,83106139-7db2-4587-bc5e-99e9198ffb54
43f4b298-ef7d-4bf4-974d-47e6a63c31ec,8e47413d-d605-4917-a9e3-c6fab2b5aa12
88fb1e35-fc3f-4985-ab50-d178ac000e87,4b6422e5-9222-44c4-9615-b1ca0542d1ca
88fb1e35-fc3f-4985-ab50-d178ac000e87,104bdfde-0fb6-49aa-86eb-a16aa25cfa12
88fb1e35-fc3f-4985-ab50-d178ac000e87,fc45ee87-0734-42c8-942b-1573323061ac
88fb1e35-fc3f-4985-ab50-d178ac000e87,da3ac098-0cb0-4c0f-b8e6-db0064a60db7
967f8e12-2b81-4898-a9cd-b8159638e514,55478df0-0133-4b4f-96ab-f3b1ba475741
967f8e12-2b81-4898-a9cd-b8159638e514,9bdf1a84-1e77-45fe-a7ff-7dda4a727023
9ea7f30b-f47d-4c2d-b367-5b84a902ca77,6e0819d8-35d9-4394-aded-3a5d73e3b292
9ea7f30b-f47d-4c2d-b367-5b84a902ca77,104bdfde-0fb6-49aa-86eb-a16aa25cfa12
9ea7f30b-f47d-4c2d-b367-5b84a902ca77,6c633c0f-7aae-4fa8-954d-5736852147f2
9ea7f30b-f47d-4c2d-b367-5b84a902ca77,266b5f6f-24bf-4f8e-9cc8-b1ca84f51b7f
1e3d08ed-12e4-4c7e-a6c1-74c586bc916b,da3ac098-0cb0-4c0f-b8e6-db0064a60db7
1e3d08ed-12e4-4c7e-a6c1-74c586bc916b,9bdf1a84-1e77-45fe-a7ff-7dda4a727023
1e3d08ed-12e4-4c7e-a6c1-74c586bc916b,1c6758c5-1160-4d76-8d59-4ea69410e307
1e3d08ed-12e4-4c7e-a6c1-74c586bc916b,046d2a05-8bda-4965-9fe3-d65726764e48
1e3d08ed-12e4-4c7e-a6c1-74c586bc916b,104bdfde-0fb6-49aa-86eb-a16aa25cfa12
f651c11c-c5bb-460d-a987-8c9836713d28,55478df0-0133-4b4f-96ab-f3b1ba475741
f651c11c-c5bb-460d-a987-8c9836713d28,9bdf1a84-1e77-45fe-a7ff-7dda4a727023
f651c11c-c5bb-460d-a987-8c9836713d28,f4a6b24b-f405-46c0-81ec-7ad5109e5f31
6f52b1ff-7871-4f45-9d04-39264232c869,1c6758c5-1160-4d76-8d59-4ea69410e307
6f52b1ff-7871-4f45-9d04-39264232c869,104bdfde-0fb6-49aa-86eb-a16aa25cfa12
6f52b1ff-7871-4f45-9d04-39264232c869,83106139-7db2-4587-bc5e-99e9198ffb54
6f52b1ff-7871-4f45-9d04-39264232c869,f4a6b24b-f405-46c0-81ec-7ad5109e5f31
6f52b1ff-7871-4f45-9d04-39264232c869,0e5498aa-aecd-414c-a1a4-458f8d588375
cd4abdf5-22f2-4f9e-9998-f52dc8ce0213,9656b6a1-075d-4772-b4d9-ce3c84e19e65
cd4abdf5-22f2-4f9e-9998-f52dc8ce0213,f4a6b24b-f405-46c0-81ec-7ad5109e5f31
cd4abdf5-22f2-4f9e-9998-f52dc8ce0213,1c6758c5-1160-4d76-8d59-4ea69410e307
bf919cd6-aacf-4aa0-a479-684b9dc79153,1c6758c5-1160-4d76-8d59-4ea69410e307
bf919cd6-aacf-4aa0-a479-684b9dc79153,83106139-7db2-4587-bc5e-99e9198ffb54
bf919cd6-aacf-4aa0-a479-684b9dc79153,2122b2ca-16dd-4f00-960e-8e2783d0f917
1cf3a9cb-2d38-4c43-859b-31c77ffd1bb6,0e5498aa-aecd-414c-a1a4-458f8d588375
1cf3a9cb-2d38-4c43-859b-31c77ffd1bb6,6e0819d8-35d9-4394-aded-3a5d73e3b292
1cf3a9cb-2d38-4c43-859b-31c77ffd1bb6,6c633c0f-7aae-4fa8-954d-5736852147f2
1cf3a9cb-2d38-4c43-859b-31c77ffd1bb6,f769464f-0000-46ed-bd35-193dedbb5364
1cf3a9cb-2d38-4c43-859b-31c77ffd1bb6,a03c94c2-51c3-49cf-9728-d95b668b9adb
9ed9e8dc-285d-4e7f-955c-3ba9df09ad99,f4a6b24b-f405-46c0-81ec-7ad5109e5f31
9ed9e8dc-285d-4e7f-955c-3ba9df09ad99,0e5498aa-aecd-414c-a1a4-458f8d588375
9ed9e8dc-285d-4e7f-955c-3ba9df09ad99,2122b2ca-16dd-4f00-960e-8e2783d0f917
9ed9e8dc-285d-4e7f-955c-3ba9df09ad99,4b6422e5-9222-44c4-9615-b1ca0542d1ca
6af20bfb-f2e3-42ef-9e85-eed7dfcf6256,55478df0-0133-4b4f-96ab-f3b1ba475741
6af20bfb-f2e3-42ef-9e85-eed7dfcf6256,a03c94c2-51c3-49cf-9728-d95b668b9adb
6cb4804b-844c-4f68-885f-6d2817c9d5e3,ace04fd8-9b9c-4a85-ba48-3a182126c223
6cb4804b-844c-4f68-885f-6d2817c9d5e3,104bdfde-0fb6-49aa-86eb-a16aa25cfa12
60066034-b655-47a1-817a-f6f2d3ff2fb4,4b6422e5-9222-44c4-9615-b1ca0542d1ca
60066034-b655-47a1-817a-f6f2d3ff2fb4,ace04fd8-9b9c-4a85-ba48-3a182126c223
60066034-b655-47a1-817a-f6f2d3ff2fb4,6c633c0f-7aae-4fa8-954d-5736852147f2
60066034-b655-47a1-817a-f6f2d3ff2fb4,9bdf1a84-1e77-45fe-a7ff-7dda4a727023
60066034-b655-47a1-817a-f6f2d3ff2fb4,1c6758c5-1160-4d76-8d59-4ea69410e307
5735d942-52a3-4900-8ed3-6635e5df6169,9656b6a1-075d-4772-b4d9-ce3c84e19e65
5735d942-52a3-4900-8ed3-6635e5df6169,47624640-2ed5-450c-8ff3-0082a496cbaf
13647c17-477c-4458-a405-5ea96a14fbf5,d11b1e67-a288-4566-8fbd-64a3bdd7f1ba
13647c17-477c-4458-a405-5ea96a14fbf5,ace04fd8-9b9c-4a85-ba48-3a182126c223
13647c17-477c-4458-a405-5ea96a14fbf5,47624640-2ed5-450c-8ff3-0082a496cbaf
cea6d21d-bef8-437b-a7e5-be8461bd9aa4,6c633c0f-7aae-4fa8-954d-5736852147f2
cea6d21d-bef8-437b-a7e5-be8461bd9aa4,4b6422e5-9222-44c4-9615-b1ca0542d1ca
cea6d21d-bef8-437b-a7e5-be8461bd9aa4,55478df0-0133-4b4f-96ab-f3b1ba475741
cea6d21d-bef8-437b-a7e5-be8461bd9aa4,da3ac098-0cb0-4c0f-b8e6-db0064a60db7
92560ca8-a15d-41e5-b79d-00468d416dd5,4b6422e5-9222-44c4-9615-b1ca0542d1ca
92560ca8-a15d-41e5-b79d-00468d416dd5,0e5498aa-aecd-414c-a1a4-458f8d588375
92560ca8-a15d-41e5-b79d-00468d416dd5,da3ac098-0cb0-4c0f-b8e6-db0064a60db7
92560ca8-a15d-41e5-b79d-00468d416dd5,1c6758c5-1160-4d76-8d59-4ea69410e307
92560ca8-a15d-41e5-b79d-00468d416dd5,f4a6b24b-f405-46c0-81ec-7ad5109e5f31
6eecac86-4e27-4869-b672-c7cb7ec62c4c,f4a6b24b-f405-46c0-81ec-7ad5109e5f31
6eecac86-4e27-4869-b672-c7cb7ec62c4c,ace04fd8-9b9c-4a85-ba48-3a182126c223
6eecac86-4e27-4869-b672-c7cb7ec62c4c,266b5f6f-24bf-4f8e-9cc8-b1ca84f51b7f
6eecac86-4e27-4869-b672-c7cb7ec62c4c,a03c94c2-51c3-49cf-9728-d95b668b9adb
0516d582-0010-467d-874d-312bcd301677,266b5f6f-24bf-4f8e-9cc8-b1ca84f51b7f
0516d582-0010-467d-874d-312bcd301677,4b6422e5-9222-44c4-9615-b1ca0542d1ca
0516d582-0010-467d-874d-312bcd301677,f769464f-0000-46ed-bd35-193dedbb5364
0516d582-0010-467d-874d-312bcd301677,a03c94c2-51c3-49cf-9728-d95b668b9adb
6cd09591-2679-4ce0-81df-10c44d1bedc2,6c633c0f-7aae-4fa8-954d-5736852147f2
6cd09591-2679-4ce0-81df-10c44d1bedc2,f4a6b24b-f405-46c0-81ec-7ad5109e5f31
6cd09591-2679-4ce0-81df-10c44d1bedc2,83106139-7db2-4587-bc5e-99e9198ffb54
64ff4cbc-f7c6-454d-b46f-d1a5515e89f7,266b5f6f-24bf-4f8e-9cc8-b1ca84f51b7f
64ff4cbc-f7c6-454d-b46f-d1a5515e89f7,a03c94c2-51c3-49cf-9728-d95b668b9adb
64ff4cbc-f7c6-454d-b46f-d1a5515e89f7,47624640-2ed5-450c-8ff3-0082a496cbaf
64ff4cbc-f7c6-454d-b46f-d1a5515e89f7,ace04fd8-9b9c-4a85-ba48-3a182126c223
90673eba-2cbe-4e02-9744-5ea465815ae2,f769464f-0000-46ed-bd35-193dedbb5364
90673eba-2cbe-4e02-9744-5ea465815ae2,47624640-2ed5-450c-8ff3-0082a496cbaf
90673eba-2cbe-4e02-9744-5ea465815ae2,6e0819d8-35d9-4394-aded-3a5d73e3b292
90673eba-2cbe-4e02-9744-5ea465815ae2,4b6422e5-9222-44c4-9615-b1ca0542d1ca
42056198-b401-5f11-a6f3-0fcfc7af4961,3f6efe96-10df-5542-a313-12e5c77e449f
42056198-b401-5f11-a6f3-0fcfc7af4961,75263a7e-b8b9-54ff-b223-20f980ac0706
d3c7da29-dd82-51d9-a268-46fb62f508aa,d0f07175-84a5-5d0b-84a8-ea7aced03fe0
a35ddc03-6ee6-5ba9-956a-641d640bcd38,11b58824-40aa-5966-afc2-7adc53247258
d2ce75cb-8d22-504b-bbd1-59e758b8b1de,cf3974a6-a864-5604-af8a-c944c7c4a928
6b3c8efa-0116-5c85-8f51-8b92129ad232,3cdfdc90-ea19-5eb0-b04e-23fb1f696247
6cffbfec-4920-5431-9456-d9b0db2469a7,3f6efe96-10df-5542-a313-12e5c77e449f
ac447e0d-b6b8-5af0-b0f9-11245d138e03,75263a7e-b8b9-54ff-b223-20f980ac0706
ea2059cb-824a-5137-978a-cf4d04e4c078,2351fdbf-c233-5e62-9d91-aae0b461060f
7aa97c87-355d-5862-84ca-09e823b8ef77,75263a7e-b8b9-54ff-b223-20f980ac0706
b4f08e09-b98f-518d-a3be-e72b13bf23bf,3f6efe96-10df-5542-a313-12e5c77e449f
f8e98fce-1fc0-5573-b346-62f60057a968,9a760da9-7035-5b29-82f0-c6b33e64416a
7ec1a7e3-6009-5c89-8e38-606a319a6a37,f0f46afa-325b-5efb-8329-58458c1589bf
6f7b0857-7580-572c-aa46-429d9bcffc38,244aaff0-de48-5868-95cf-4b3ad376a466
15cf2530-5aaa-548f-becd-d55fb81aa8a6,9a760da9-7035-5b29-82f0-c6b33e64416a
b0c59f13-cfc5-5e91-a64e-761aabcbd9f9,7c26d78d-3caf-5edc-ba69-12dafd674e26
b0c59f13-cfc5-5e91-a64e-761aabcbd9f9,3cce3d22-3737-5298-bf60-c5badca09108
437e6728-37db-585e-80a7-e23cf0646946,3f6efe96-10df-5542-a313-12e5c77e449f
437e6728-37db-585e-80a7-e23cf0646946,3caf91d5-1d24-554a-9f65-114f517b83b4
c67a4583-12ab-5938-824d-763fc2ba4c64,d0f07175-84a5-5d0b-84a8-ea7aced03fe0
893b102a-41c7-5205-8b63-afc232d04821,cf3974a6-a864-5604-af8a-c944c7c4a928
e57ce438-ee13-500f-bdac-a6887da0603c,3f6efe96-10df-5542-a313-12e5c77e449f
e57ce438-ee13-500f-bdac-a6887da0603c,3cce3d22-3737-5298-bf60-c5badca09108
47976df9-3c2e-56f9-8557-0f9066b954a9,75263a7e-b8b9-54ff-b223-20f980ac0706
85193fec-c30c-5889-bd56-ae4a3e01596e,d0f07175-84a5-5d0b-84a8-ea7aced03fe0
52c14d30-4293-5c50-9a7b-bded366d101e,75263a7e-b8b9-54ff-b223-20f980ac0706
3897ef63-6381-5db8-b82a-988aa5f67569,c5c75e2b-1a96-5635-978f-91305653af40
4857564c-ca2b-5c95-b3b9-7ab2578f73c7,9127fe88-ccd3-5afe-8066-8652f7f29b63
3295c5ce-6597-5463-986a-b4b50bcdf865,cf3974a6-a864-5604-af8a-c944c7c4a928
86b1d64d-0837-5b45-a220-c43a459e6608,336810e4-1352-5b1c-99e5-a0014190e83b
